22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,13,10,26,0,0,0,0,0,0,0,16,12,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,13,7,14,22,22,22,22,22,22,22,22,15,6,12,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,13,7,14,22,22,22,22,22,22,22,22,22,22,15,6,12,22,22,22,22,22,22,22,22
22,22,22,22,22,13,7,14,13,10,0,0,0,0,0,0,0,0,16,12,15,6,12,22,22,22,22,22,22,22
22,22,22,22,13,7,14,13,7,14,22,22,22,22,22,22,22,22,15,6,12,15,11,22,22,22,22,22,22,22
22,22,22,13,7,14,13,7,14,13,10,26,0,0,0,0,0,0,2,15,11,22,27,22,22,22,22,22,22,22
22,22,13,7,14,13,7,14,13,7,14,22,22,22,22,22,22,22,1,22,1,22,1,22,22,22,22,22,22,22
22,22,17,14,13,7,14,13,7,14,22,22,22,22,22,22,22,13,19,22,1,22,1,22,22,22,22,22,22,22
22,22,1,22,17,14,13,7,14,22,22,22,22,22,22,22,13,7,14,22,1,22,1,22,22,22,22,22,22,22
22,22,1,22,27,22,17,14,22,22,22,22,22,22,22,13,7,14,22,22,1,22,1,22,22,22,22,22,22,22
22,22,1,22,1,22,1,22,22,5,0,0,24,0,26,8,14,22,22,22,1,22,1,22,22,22,22,22,22,22
22,22,1,22,1,22,1,22,22,27,22,22,22,22,22,22,22,22,22,13,19,22,1,22,22,22,22,22,22,22
22,22,1,22,1,22,1,22,22,1,22,22,22,22,22,22,22,22,13,7,14,13,19,22,22,22,22,22,22,22
22,22,1,22,1,22,1,22,22,4,26,0,0,0,0,0,0,0,8,14,13,7,14,22,22,22,22,22,22,22
22,22,1,22,1,22,27,22,22,22,22,22,22,22,22,22,22,22,22,13,7,14,22,22,22,22,22,22,22,22
22,22,1,22,1,22,9,12,22,22,22,22,22,22,22,22,22,22,13,7,14,22,22,13,10,16,12,22,22,22
22,22,1,22,9,12,15,6,12,22,22,22,22,22,22,22,22,13,7,14,22,22,13,7,14,15,11,22,22,22
22,22,27,22,15,6,12,15,18,0,0,0,0,0,0,0,26,8,14,22,22,13,7,14,22,22,1,22,22,22
22,22,9,12,22,15,6,12,22,22,22,22,22,22,22,22,22,22,22,22,13,7,14,22,22,13,19,22,22,22
22,22,15,6,12,22,15,6,12,22,22,22,22,22,22,22,22,22,22,13,7,14,22,22,13,7,14,22,22,22
22,22,22,15,6,12,22,15,18,26,0,0,0,0,0,0,0,0,0,8,14,22,22,13,7,14,22,22,22,22
22,22,22,22,15,6,12,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,13,7,14,22,22,22,22,22
22,22,22,22,22,15,18,16,12,22,22,22,22,22,22,22,22,22,22,22,22,13,7,14,22,22,22,22,22,22
22,22,22,22,22,22,22,15,18,0,0,0,0,0,0,0,0,0,0,0,26,8,14,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
