22,13,10,16,12,22,22,22,22,22,22,22,22,22,22,22
22,17,14,15,18,26,0,0,0,0,0,26,16,12,22,22
22,27,22,22,22,22,22,22,22,22,22,22,15,6,12,22
22,9,12,22,22,22,22,22,22,22,22,22,22,15,11,22
22,15,18,0,0,0,2,22,22,22,22,22,22,13,19,22
22,22,22,22,22,22,27,22,22,22,22,22,13,7,14,22
22,22,22,13,10,0,3,22,20,22,22,13,7,14,22,22
22,22,22,17,14,22,22,22,22,20,13,7,14,22,22,22
22,22,22,1,20,20,22,22,22,13,7,14,22,22,22,22
22,22,13,19,22,22,22,22,13,7,14,20,22,22,22,22
22,13,7,14,22,22,22,22,17,14,22,22,13,10,16,12
22,17,14,22,22,22,22,22,27,22,22,13,7,14,15,11
22,9,12,22,22,22,22,22,9,12,13,7,14,22,22,27
22,15,6,12,22,22,22,22,15,18,8,14,22,22,13,19
22,22,15,18,26,0,0,24,0,0,0,26,0,0,8,14
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
