22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,13,10,26,0,0,0,0,0,0,26,16,12,22,22
22,13,7,14,22,22,22,22,22,22,22,22,15,6,12,22
22,17,14,22,22,22,22,22,22,22,22,22,22,15,11,22
22,27,22,22,22,22,22,22,22,22,22,22,22,22,27,22
22,1,22,22,22,22,22,22,22,22,22,22,22,22,1,22
22,1,22,20,20,20,20,22,20,22,22,22,20,22,1,22
22,1,22,20,22,22,22,22,22,20,22,20,22,22,1,22
22,1,22,20,20,20,22,22,22,22,20,22,22,22,1,22
22,1,22,20,22,22,22,22,22,20,22,20,22,22,1,22
22,1,22,20,22,22,22,22,20,22,22,22,20,22,1,22
22,27,22,22,22,22,22,22,22,22,22,22,22,22,27,22
22,9,12,22,22,22,22,22,22,22,22,22,22,13,19,22
22,15,6,12,22,22,22,22,22,22,22,22,13,7,14,22
22,22,15,18,26,0,0,24,0,0,0,26,8,14,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
