22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,13,10,0,24,0,0,16,12,22,22
22,22,22,22,22,13,7,14,22,22,22,22,15,6,12,22
22,22,22,22,13,7,14,22,22,22,22,22,22,15,6,12
22,22,22,13,7,14,22,22,22,22,22,22,22,22,15,11
22,22,13,7,14,22,22,22,22,22,22,22,22,13,13,19
22,22,17,14,22,22,22,22,22,22,22,22,13,13,7,14
22,13,19,22,22,22,22,22,22,22,13,10,26,8,14,22
5,8,14,22,22,22,22,22,22,22,17,14,14,22,22,22
27,22,22,22,22,22,22,22,22,13,19,14,22,22,22,22
9,12,22,22,22,22,13,12,13,7,14,22,21,22,21,22
15,6,12,22,22,22,17,18,8,14,22,22,22,22,22,22
22,15,6,12,22,22,27,7,14,22,22,22,22,21,22,22
22,22,15,6,12,13,19,14,22,22,22,21,22,22,22,21
22,22,22,15,6,7,14,22,22,22,22,22,21,21,21,22
22,22,22,22,15,14,22,22,22,22,22,22,22,22,22,22
